kind,scenario,nb_cars,world_seed,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
variant,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.6792,0.598,-0.0812,-11.9552,False
variant,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.97,0.963,-0.007,-0.7216,False
variant,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Multi-criteria utility,bramev,bramev_nearest_offer,35.928,56.202,20.274,56.4295,False
variant,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.6382,0.6552,0.017,2.6637,False
variant,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.415,0.4109,-0.0041,-0.988,False
variant,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.2119,0.2105,-0.0014,-0.6607,True
variant,pessimistic,150,3,nb_no_show,No-shows,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,96.0,104.0,8.0,8.3333,False
variant,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Multi-criteria utility,bramev,bramev_nearest_offer,453.0,494.0,41.0,9.0508,True
variant,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.7966,0.7345,-0.0621,-7.7956,False
variant,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.3294,0.2981,-0.0313,-9.5021,False
variant,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.5892,0.5958,0.0066,1.1202,False
variant,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.03,0.037,0.007,23.3333,False
variant,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0236,0.0214,-0.0022,-9.322,True
variant,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.03,0.037,0.007,23.3333,False
variant,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,500.0,597.0,97.0,19.4,False
variant,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.3799,0.4012,0.0213,5.6067,False
variant,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Multi-criteria utility,bramev,bramev_nearest_offer,239.85,236.644,-3.206,-1.3367,True
variant,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Multi-criteria utility,bramev,bramev_nearest_offer,28.115,30.833,2.718,9.6674,False
variant,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.6657,0.6558,-0.0099,-1.4872,False
variant,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.6792,0.6712,-0.008,-1.1779,False
variant,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.97,0.9804,0.0104,1.0722,True
variant,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,35.928,36.828,0.9,2.505,False
variant,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.6382,0.6707,0.0325,5.0924,False
variant,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.415,0.42,0.005,1.2048,True
variant,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.2119,0.2156,0.0037,1.7461,False
variant,pessimistic,150,3,nb_no_show,No-shows,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,96.0,97.0,1.0,1.0417,False
variant,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,453.0,450.0,-3.0,-0.6623,False
variant,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.7966,0.7929,-0.0037,-0.4645,False
variant,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.3294,0.3318,0.0024,0.7286,True
variant,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.5892,0.5837,-0.0055,-0.9335,True
variant,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.03,0.0196,-0.0104,-34.6667,True
variant,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0236,0.0174,-0.0062,-26.2712,True
variant,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.03,0.0196,-0.0104,-34.6667,True
variant,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,500.0,391.0,-109.0,-21.8,True
variant,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.3799,0.3151,-0.0648,-17.0571,True
variant,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,239.85,240.958,1.108,0.462,False
variant,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,28.115,28.643,0.528,1.878,False
variant,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.6657,0.6622,-0.0035,-0.5258,False
variant,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.6792,0.6774,-0.0018,-0.265,False
variant,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.97,0.9787,0.0087,0.8969,True
variant,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Per-company reputation,bramev,bramev_global_rep,35.928,35.562,-0.366,-1.0187,True
variant,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Per-company reputation,bramev,bramev_global_rep,0.6382,0.6678,0.0296,4.638,False
variant,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.415,0.4174,0.0024,0.5783,True
variant,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.2119,0.213,0.0011,0.5191,False
variant,pessimistic,150,3,nb_no_show,No-shows,down,,0,Per-company reputation,bramev,bramev_global_rep,96.0,98.0,2.0,2.0833,False
variant,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Per-company reputation,bramev,bramev_global_rep,453.0,460.0,7.0,1.5453,True
variant,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.7966,0.8086,0.012,1.5064,True
variant,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.3294,0.3314,0.002,0.6072,True
variant,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.5892,0.5922,0.003,0.5092,False
variant,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.03,0.0213,-0.0087,-29.0,True
variant,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0236,0.0128,-0.0108,-45.7627,True
variant,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.03,0.0213,-0.0087,-29.0,True
variant,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Per-company reputation,bramev,bramev_global_rep,500.0,348.0,-152.0,-30.4,True
variant,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.3799,0.2845,-0.0954,-25.1119,True
variant,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Per-company reputation,bramev,bramev_global_rep,239.85,269.312,29.462,12.2835,False
variant,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Per-company reputation,bramev,bramev_global_rep,28.115,31.028,2.913,10.361,False
variant,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.6657,0.6709,0.0052,0.7811,True
variant,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.6792,0.685,0.0058,0.8539,True
variant,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.97,0.9764,0.0064,0.6598,True
variant,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Duration-weighted score,bramev,bramev_event_score,35.928,38.388,2.46,6.847,False
variant,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Duration-weighted score,bramev,bramev_event_score,0.6382,0.648,0.0098,1.5356,False
variant,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.415,0.4123,-0.0027,-0.6506,False
variant,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.2119,0.2149,0.003,1.4158,False
variant,pessimistic,150,3,nb_no_show,No-shows,down,,0,Duration-weighted score,bramev,bramev_event_score,96.0,98.0,2.0,2.0833,False
variant,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Duration-weighted score,bramev,bramev_event_score,453.0,456.0,3.0,0.6623,True
variant,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.7966,0.8018,0.0052,0.6528,True
variant,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.3294,0.3286,-0.0008,-0.2429,False
variant,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.5892,0.593,0.0038,0.6449,False
variant,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.03,0.0236,-0.0064,-21.3333,True
variant,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0236,0.0128,-0.0108,-45.7627,True
variant,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.03,0.0236,-0.0064,-21.3333,True
variant,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Duration-weighted score,bramev,bramev_event_score,500.0,376.0,-124.0,-24.8,True
variant,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.3799,0.3149,-0.065,-17.1098,True
variant,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Duration-weighted score,bramev,bramev_event_score,239.85,218.598,-21.252,-8.8605,True
variant,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Duration-weighted score,bramev,bramev_event_score,28.115,26.423,-1.692,-6.0181,True
